"Airbnbid","host_id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"15858922","8715723","Manhattan","Harlem","40.80986","-73.95349","Private room","164","1","143","2019-06-21","4.82","5","221"
"15859741","5237407","Brooklyn","Prospect-Lefferts Gardens","40.66197","-73.94668","Private room","48","2","74","2019-07-04","2.38","2","20"
"15860051","99937669","Manhattan","East Village","40.72524","-73.97777","Private room","70","1","209","2019-07-06","6.45","1","203"
"15860528","102799406","Queens","Maspeth","40.71402","-73.90853","Entire home/apt","159","5","25","2019-06-21","0.97","2","299"
"15862199","102811343","Queens","Astoria","40.77204","-73.93344","Entire home/apt","100","1","131","2019-07-02","4.12","1","8"
"15866121","6181203","Brooklyn","Crown Heights","40.67638","-73.91578","Private room","42","4","13","2018-05-21","0.41","1","364"
"15866130","32209352","Brooklyn","Bushwick","40.696","-73.91303","Private room","57","4","17","2019-05-19","0.66","2","307"
"15867248","28966357","Manhattan","East Harlem","40.786","-73.94571","Private room","99","2","81","2019-05-26","2.51","3","88"
"15868654","21503447","Manhattan","Washington Heights","40.8451","-73.94101","Private room","65","5","3","2017-05-06","0.1","1","179"
"15870454","51501835","Manhattan","Hell's Kitchen","40.76313","-73.9943","Entire home/apt","125","30","6","2019-05-09","0.19","31","323"
"15870976","8616101","Manhattan","Upper West Side","40.78146","-73.97917","Entire home/apt","265","2","16","2019-07-02","0.52","1","16"
"15874648","102924482","Manhattan","Harlem","40.82514","-73.95489","Private room","60","4","41","2019-06-09","1.31","1","98"
"15881766","42271764","Brooklyn","Crown Heights","40.67432","-73.95329","Private room","700","30","1","2017-01-02","0.03","1","87"
"15886369","10191995","Manhattan","Chinatown","40.71622","-73.9912","Private room","61","5","25","2019-07-04","0.79","2","20"
"15887617","102742122","Queens","South Ozone Park","40.66996","-73.8223","Private room","120","1","31","2019-06-16","1.03","1","352"
"15888448","5151544","Brooklyn","Cypress Hills","40.68148","-73.8904","Entire home/apt","63","4","54","2019-07-07","1.71","1","344"
"15888785","65092392","Brooklyn","Bushwick","40.69912","-73.93508","Private room","65","3","72","2019-06-30","2.26","1","179"
"15889590","5962328","Queens","Flushing","40.76092","-73.82194","Entire home/apt","143","30","4","2019-06-09","0.22","15","7"
"15890023","8330977","Manhattan","Midtown","40.74226","-73.98344","Entire home/apt","197","2","47","2019-06-14","1.46","1","13"
"15890547","19818873","Brooklyn","Greenpoint","40.72311","-73.9411","Private room","89","1","86","2019-05-10","2.7","1","173"
"15894199","103087934","Brooklyn","Crown Heights","40.67567","-73.93744","Entire home/apt","158","4","61","2019-05-31","1.92","1","264"
"15896529","10191995","Manhattan","Chinatown","40.71542","-73.99045","Private room","119","6","117","2019-06-17","3.65","2","207"
"15899421","103128664","Manhattan","Upper West Side","40.77409","-73.98031","Private room","128","7","71","2019-07-07","2.21","1","171"
"15899432","103129069","Brooklyn","Bedford-Stuyvesant","40.69527","-73.9365","Entire home/apt","169","3","44","2019-06-24","1.4","1","64"
"15902775","103158392","Manhattan","Kips Bay","40.73726","-73.97932","Private room","115","3","61","2019-06-25","1.94","1","137"
"15903188","57307079","Queens","Astoria","40.76785","-73.91596","Private room","70","1","19","2019-06-09","1.5","1","172"
"15910575","103131157","Manhattan","Midtown","40.74771","-73.98873","Private room","115","1","2","2017-07-29","0.08","1","88"
"15911064","24140532","Brooklyn","Bedford-Stuyvesant","40.69411","-73.94086","Private room","50","3","91","2019-07-05","2.83","4","262"
"15915152","21463097","Manhattan","Murray Hill","40.74494","-73.97554","Entire home/apt","180","7","95","2019-06-30","3.01","1","87"
"15917278","103270784","Brooklyn","Bedford-Stuyvesant","40.68084","-73.92038","Entire home/apt","130","2","107","2019-06-23","3.47","1","81"
"15926876","103345244","Bronx","Kingsbridge","40.88546","-73.90526","Private room","55","1","0","","null","2","64"
"15927523","103349564","Brooklyn","Williamsburg","40.71463","-73.96474","Entire home/apt","250","2","53","2019-07-06","1.68","1","2"
"15928001","61391963","Manhattan","Upper East Side","40.77754","-73.95641","Entire home/apt","125","30","11","2019-04-15","0.38","91","342"
"15928351","22902354","Brooklyn","Williamsburg","40.70852","-73.94849","Private room","49","3","7","2019-05-26","0.32","1","37"
"15928635","278393","Brooklyn","Bushwick","40.69906","-73.92431","Private room","40","2","96","2019-06-24","2.99","3","78"
"15928774","17638424","Queens","Elmhurst","40.74612","-73.87364","Private room","40","1","91","2019-06-30","2.82","8","162"
"15928835","7265110","Manhattan","Harlem","40.80703","-73.95354","Entire home/apt","130","4","32","2019-06-26","1.02","1","39"
"15928889","103273584","Brooklyn","Bushwick","40.69283","-73.92702","Private room","900","15","3","2018-09-26","0.09","1","83"
"15929281","1810885","Manhattan","East Village","40.72468","-73.9783","Private room","85","3","48","2019-06-24","1.51","3","44"
"15930495","1778121","Manhattan","East Village","40.72692","-73.98781","Private room","119","3","8","2018-11-02","0.25","1","76"
"15930602","8455776","Manhattan","Harlem","40.82305","-73.95033","Private room","60","1","23","2019-06-16","0.73","2","97"
"15931762","51035062","Brooklyn","Bedford-Stuyvesant","40.69543","-73.94448","Private room","200","2","0","","null","1","89"
"15936167","46707487","Brooklyn","Williamsburg","40.70884","-73.94354","Private room","50","2","77","2019-06-22","2.44","1","107"
"15937164","19834899","Manhattan","Chelsea","40.74022","-74.00094","Entire home/apt","180","2","146","2019-07-01","4.55","1","259"
"15937310","38294216","Queens","South Ozone Park","40.66675","-73.81071","Private room","75","10","7","2019-04-13","0.27","4","197"
"15938836","103450258","Queens","Kew Gardens Hills","40.72136","-73.81717","Entire home/apt","105","4","12","2019-06-22","0.39","1","335"
"15939056","103452342","Queens","Kew Gardens Hills","40.72077","-73.81485","Entire home/apt","105","4","21","2019-05-31","0.69","1","352"
"15939098","10703290","Manhattan","Upper East Side","40.77221","-73.94819","Entire home/apt","300","2","19","2019-05-21","0.6","3","179"
"15940176","1252820","Brooklyn","Williamsburg","40.71329","-73.96322","Private room","60","5","72","2019-07-06","2.35","1","7"
"15940328","78619120","Queens","Astoria","40.77145","-73.93008","Entire home/apt","100","4","78","2019-07-07","2.74","1","201"
"15941474","101657794","Queens","Briarwood","40.70857","-73.8075","Private room","120","1","77","2019-07-06","2.39","6","361"
"15943090","88043058","Brooklyn","Bedford-Stuyvesant","40.68969","-73.95402","Private room","45","1","45","2019-06-23","1.47","4","361"
"15943475","103434234","Manhattan","Upper West Side","40.7768","-73.98217","Entire home/apt","255","2","65","2019-06-10","2.04","1","5"
"15943497","88043058","Brooklyn","Bedford-Stuyvesant","40.68875","-73.95401","Private room","40","1","41","2019-05-24","1.34","4","352"
"15948069","5162192","Manhattan","Upper West Side","40.79835","-73.9616","Entire home/apt","240","30","1","2019-05-08","0.48","12","211"
"15949915","103545877","Staten Island","Oakwood","40.56233","-74.12673","Entire home/apt","100","2","2","2017-01-30","0.06","1","36"
"15951107","103554758","Brooklyn","Prospect-Lefferts Gardens","40.66146","-73.95478","Entire home/apt","110","3","88","2019-07-02","2.76","1","248"
"15952447","97148702","Brooklyn","Park Slope","40.67192","-73.97733","Entire home/apt","185","3","104","2019-06-25","3.28","1","262"
"15952702","1499220","Manhattan","West Village","40.73316","-74.00476","Entire home/apt","147","1","42","2019-06-23","1.32","1","4"
"15954073","3142220","Manhattan","Kips Bay","40.74114","-73.97657","Entire home/apt","200","2","22","2019-05-26","0.81","1","11"
"15954250","38764806","Brooklyn","Clinton Hill","40.68764","-73.96782","Entire home/apt","950","4","19","2019-05-20","0.62","1","323"
"15955577","25039414","Brooklyn","Williamsburg","40.71612","-73.95085","Private room","200","5","11","2017-09-13","0.36","1","83"
"15956155","103605111","Queens","Woodside","40.74381","-73.89726","Private room","45","2","36","2019-06-26","1.13","1","52"
"15956780","103611863","Brooklyn","Gravesend","40.59744","-73.96964","Private room","40","2","7","2019-01-04","0.22","1","318"
"15958841","778293","Brooklyn","Sunset Park","40.65766","-73.99919","Entire home/apt","95","3","73","2019-07-01","2.39","1","131"
"15961623","83542652","Queens","Elmhurst","40.72381","-73.88688","Private room","59","3","8","2019-06-26","0.83","1","73"
"15963447","38503504","Brooklyn","Bedford-Stuyvesant","40.68536","-73.94358","Entire home/apt","180","2","75","2019-06-13","2.35","1","237"
"15966074","101491116","Brooklyn","Cypress Hills","40.68313","-73.87077","Shared room","19","2","76","2019-06-20","2.4","6","120"
"15966974","19536090","Manhattan","SoHo","40.72705","-74.00419","Entire home/apt","375","2","14","2019-05-19","0.73","2","335"
"15968094","84495247","Brooklyn","Bedford-Stuyvesant","40.68318","-73.93497","Entire home/apt","169","4","78","2019-06-24","2.54","1","84"
"15970276","12201187","Manhattan","Theater District","40.7612","-73.98631","Entire home/apt","400","4","12","2019-05-02","0.38","1","26"
"15970318","101657794","Queens","Briarwood","40.70839","-73.80623","Private room","65","1","47","2019-05-12","1.48","6","365"
"15971062","2448006","Manhattan","Harlem","40.8036","-73.94603","Private room","80","2","3","2019-06-24","0.28","3","339"
"15971308","1301576","Manhattan","East Harlem","40.80604","-73.94233","Private room","85","3","97","2019-06-24","3.07","2","14"
"15974141","45404805","Queens","Astoria","40.76938","-73.93227","Private room","120","5","1","2018-01-07","0.05","2","351"
"15974157","1753251","Queens","Jackson Heights","40.75109","-73.88049","Entire home/apt","100","4","4","2018-11-11","0.13","1","157"
"15974364","92272","Manhattan","Gramercy","40.73266","-73.98412","Private room","75","2","18","2019-05-17","0.88","3","62"
"15975039","5179523","Brooklyn","Williamsburg","40.71169","-73.95827","Private room","91","1","13","2019-06-12","0.55","3","85"
"15981196","100806","Brooklyn","Crown Heights","40.67302","-73.94815","Private room","65","3","10","2019-05-26","0.93","1","12"
"15981246","35980789","Manhattan","Upper East Side","40.76301","-73.95994","Entire home/apt","500","1","5","2018-12-29","0.16","1","362"
"15982208","103841276","Brooklyn","Bushwick","40.69891","-73.93072","Private room","45","1","158","2019-06-25","4.93","2","201"
"15983139","23423684","Brooklyn","Bedford-Stuyvesant","40.68638","-73.92856","Entire home/apt","155","2","122","2019-06-30","3.96","1","59"
"15984242","74895323","Manhattan","Harlem","40.82434","-73.94979","Private room","42","7","3","2019-01-02","0.1","1","53"
"15984446","64065593","Manhattan","Midtown","40.7523","-73.97288","Private room","198","2","23","2019-04-23","0.75","13","329"
"15984590","102466916","Manhattan","Harlem","40.80778","-73.94345","Private room","45","30","6","2019-06-23","0.25","6","164"
"15984809","95597107","Brooklyn","Crown Heights","40.67896","-73.95748","Entire home/apt","130","4","3","2018-05-03","0.1","1","13"
"15984863","27844914","Brooklyn","Bedford-Stuyvesant","40.69637","-73.93995","Private room","44","14","38","2019-06-24","1.24","2","45"
"15984877","3256433","Manhattan","Lower East Side","40.72068","-73.99291","Entire home/apt","250","30","3","2019-05-31","0.19","7","4"
"15984905","102466916","Manhattan","Harlem","40.80762","-73.94446","Private room","50","30","5","2018-11-18","0.16","6","151"
"15984984","9737900","Brooklyn","Clinton Hill","40.68252","-73.96436","Entire home/apt","195","1","39","2019-06-30","1.25","1","62"
"15985221","102466916","Manhattan","Harlem","40.80572","-73.94349","Private room","45","30","7","2019-05-04","0.23","6","175"
"15985873","519554","Manhattan","Lower East Side","40.71867","-73.98959","Private room","78","2","46","2019-06-16","1.45","5","341"
"15986677","519554","Manhattan","Lower East Side","40.71858","-73.98968","Private room","78","2","7","2018-06-30","0.23","5","365"
"15987034","19803201","Brooklyn","Greenpoint","40.72388","-73.9404","Entire home/apt","150","3","0","","null","2","364"
"15988664","10003145","Manhattan","East Village","40.72372","-73.97984","Entire home/apt","150","2","85","2019-06-30","3.33","1","194"
"15990051","31175000","Brooklyn","Bedford-Stuyvesant","40.68327","-73.93858","Entire home/apt","120","3","9","2019-01-27","0.31","3","298"
"15990572","103841276","Brooklyn","Bushwick","40.69994","-73.93224","Private room","35","1","148","2019-06-24","4.63","2","169"
"15992078","15679125","Manhattan","Hell's Kitchen","40.75372","-73.99332","Shared room","99","1","8","2019-05-19","0.26","1","365"
"15994498","75710434","Manhattan","Harlem","40.80878","-73.95206","Entire home/apt","150","2","81","2019-06-02","2.57","1","63"
"15998138","64065593","Manhattan","Midtown","40.7522","-73.97285","Entire home/apt","198","2","31","2019-05-17","1.19","13","322"
"16004740","17108681","Manhattan","Upper East Side","40.77878","-73.95056","Entire home/apt","265","2","10","2018-08-20","0.45","1","3"
"16004776","7051379","Brooklyn","Downtown Brooklyn","40.69671","-73.98417","Private room","70","2","106","2019-07-06","3.59","2","53"
"16005448","104055319","Manhattan","East Village","40.72757","-73.98439","Private room","55","3","12","2018-03-25","0.37","1","4"
"16005960","104060705","Manhattan","Little Italy","40.71828","-73.99761","Entire home/apt","115","30","4","2019-05-05","0.12","1","35"
"16009487","69613456","Manhattan","Harlem","40.80891","-73.94247","Entire home/apt","265","2","113","2019-06-23","3.55","1","297"
"16010302","18939173","Manhattan","Chelsea","40.75133","-73.99965","Entire home/apt","228","4","16","2019-07-06","0.51","1","103"
"16010783","15757322","Manhattan","East Harlem","40.7958","-73.93186","Entire home/apt","280","2","53","2019-07-03","2.29","2","12"
"16011441","101602599","Queens","Woodside","40.74327","-73.90627","Private room","75","3","9","2018-08-26","0.28","2","7"
"16014708","104134325","Manhattan","Harlem","40.80313","-73.95027","Entire home/apt","135","2","113","2019-06-15","3.58","1","86"
"16014791","801883","Manhattan","Hell's Kitchen","40.75536","-73.9995","Private room","110","1","188","2019-06-26","5.87","1","158"
"16015053","8872284","Brooklyn","Williamsburg","40.71304","-73.96381","Entire home/apt","149","1","120","2019-06-16","3.75","1","329"
"16015571","39261381","Brooklyn","Flatlands","40.62531","-73.93414","Shared room","22","1","20","2019-07-03","1.28","2","160"
"16017948","104166155","Brooklyn","East Flatbush","40.64277","-73.94715","Private room","49","2","18","2019-06-23","0.59","2","90"
"16018094","69545883","Manhattan","Midtown","40.75381","-73.97125","Private room","899","2","2","2016-12-09","0.06","12","365"
"16019792","104188124","Brooklyn","East Flatbush","40.63291","-73.94302","Entire home/apt","70","2","62","2019-07-02","1.94","1","40"
"16023497","1447642","Brooklyn","Gowanus","40.68309","-73.98529","Entire home/apt","340","3","12","2019-07-03","0.4","1","63"
"16024539","1622733","Brooklyn","Greenpoint","40.72413","-73.9509","Entire home/apt","75","2","14","2019-06-08","0.7","1","93"
"16025835","24296233","Queens","Bayside","40.75555","-73.76515","Entire home/apt","53","6","0","","null","1","66"
"16026567","13394035","Brooklyn","Williamsburg","40.70875","-73.94478","Private room","49","20","85","2019-05-27","2.74","1","35"
"16026815","104254967","Queens","Long Island City","40.75559","-73.9208","Private room","95","2","62","2019-07-01","1.96","1","118"
"16027709","50087191","Brooklyn","Williamsburg","40.7082","-73.94476","Private room","47","1","5","2019-02-01","0.74","1","4"
"16027733","53179388","Manhattan","Upper East Side","40.77261","-73.94995","Entire home/apt","190","30","0","","null","10","180"
"16028015","63393629","Manhattan","Midtown","40.7635","-73.97677","Entire home/apt","700","10","15","2019-06-20","1.27","1","302"
"16029127","64065593","Manhattan","Midtown","40.75246","-73.97356","Entire home/apt","198","2","27","2019-05-03","0.88","13","246"
"16037703","8788534","Brooklyn","Bushwick","40.68903","-73.91828","Entire home/apt","84","4","88","2019-07-01","2.88","1","155"
"16039453","86887132","Queens","Jamaica","40.69469","-73.78196","Entire home/apt","99","2","13","2019-06-30","1.71","2","365"
"16040987","83809962","Brooklyn","East Flatbush","40.66209","-73.92913","Shared room","50","1","23","2018-12-29","0.74","2","364"
"16041091","53179388","Manhattan","Upper West Side","40.77105","-73.9863","Entire home/apt","175","30","4","2018-01-09","0.14","10","160"
"16050081","4087986","Brooklyn","Carroll Gardens","40.68257","-73.99626","Entire home/apt","170","2","2","2017-12-29","0.06","1","64"
"16050276","104497453","Brooklyn","Bedford-Stuyvesant","40.68792","-73.92411","Entire home/apt","170","2","213","2019-06-29","6.9","3","37"
"16054225","104542199","Manhattan","Upper East Side","40.782","-73.95143","Private room","200","2","3","2017-09-19","0.09","1","90"
"16054883","46812877","Manhattan","Inwood","40.86271","-73.92872","Entire home/apt","100","5","39","2019-05-05","1.28","1","12"
"16055176","2407821","Manhattan","East Village","40.72754","-73.98329","Entire home/apt","190","2","23","2019-06-09","0.73","1","27"
"16055506","104558512","Queens","Maspeth","40.7322","-73.89944","Entire home/apt","86","2","78","2019-06-29","2.55","1","149"
"16056317","104568045","Bronx","Morris Heights","40.85018","-73.9167","Private room","55","2","0","","null","1","364"
"16058082","104584267","Bronx","Morris Heights","40.84862","-73.92412","Private room","75","1","3","2019-05-19","0.32","1","365"
"16062739","104626152","Brooklyn","Bedford-Stuyvesant","40.6892","-73.95352","Private room","200","2","3","2016-12-11","0.09","4","189"
"16063885","83278784","Manhattan","Harlem","40.80761","-73.95416","Entire home/apt","160","1","41","2019-06-16","1.56","1","273"
"16066223","1713011","Manhattan","Inwood","40.86757","-73.92699","Entire home/apt","89","14","14","2019-05-13","0.57","1","4"
"16067542","31378","Brooklyn","Crown Heights","40.67001","-73.96197","Entire home/apt","100","4","8","2019-01-03","0.29","3","6"
"16068953","39872618","Brooklyn","Crown Heights","40.6758","-73.93932","Private room","50","3","7","2018-05-15","0.31","1","249"
"16069120","8455543","Manhattan","Chelsea","40.74292","-73.99969","Entire home/apt","599","2","3","2018-12-28","0.33","1","54"
"16069784","96303866","Queens","College Point","40.78955","-73.83921","Private room","44","4","8","2017-04-23","0.27","1","3"
"16069925","13599766","Manhattan","Morningside Heights","40.80325","-73.96174","Private room","80","8","3","2018-06-03","0.1","1","79"
"16072214","49336986","Brooklyn","Flatbush","40.64111","-73.95667","Entire home/apt","98","2","27","2019-06-09","0.96","1","168"
"16078800","8739010","Manhattan","East Village","40.72666","-73.97969","Entire home/apt","131","2","15","2018-09-23","0.49","1","11"
"16081508","10457196","Brooklyn","Park Slope","40.66754","-73.98268","Entire home/apt","200","31","2","2019-01-06","0.17","11","310"
"16082711","104812805","Staten Island","Concord","40.59784","-74.08391","Private room","34","4","51","2018-10-27","1.69","8","316"
"16082923","29474145","Queens","Arverne","40.59098","-73.80081","Entire home/apt","100","2","48","2019-06-16","1.57","1","167"
"16083168","104816559","Brooklyn","Bergen Beach","40.6266","-73.90375","Private room","85","3","30","2019-07-01","1.15","1","90"
"16085004","11206175","Queens","Maspeth","40.72254","-73.90561","Private room","37","30","10","2019-05-17","0.33","2","363"
"16085088","52347885","Brooklyn","Flatlands","40.62876","-73.92203","Private room","34","2","94","2019-06-15","3.14","2","70"
"16085206","61391963","Manhattan","Kips Bay","40.74128","-73.97863","Entire home/apt","175","30","1","2017-09-01","0.04","91","126"
"16085436","61804662","Queens","Flushing","40.76904","-73.81687","Private room","48","1","54","2019-05-21","1.72","2","113"
"16085817","104835356","Brooklyn","Sunset Park","40.65563","-74.00197","Private room","73","1","10","2019-05-16","0.36","3","121"
"16086320","104835356","Brooklyn","Sunset Park","40.65477","-74.001","Private room","69","1","32","2019-06-16","1.14","3","292"
"16086382","4630888","Manhattan","East Village","40.73073","-73.98652","Entire home/apt","170","1","36","2019-06-22","1.14","1","36"
"16086891","104835356","Brooklyn","Sunset Park","40.65508","-74.00188","Private room","66","1","24","2019-06-15","0.8","3","324"
"16087249","69545883","Manhattan","Midtown","40.75356","-73.97155","Private room","799","3","1","2016-12-06","0.03","12","365"
"16087406","69545883","Manhattan","Midtown","40.75368","-73.97358","Private room","1599","3","2","2017-06-09","0.08","12","365"
"16087737","104812805","Staten Island","Arrochar","40.59679","-74.083","Private room","34","4","39","2019-04-27","1.39","8","347"
"16095062","104911818","Brooklyn","Clinton Hill","40.69487","-73.96572","Private room","225","365","0","","null","1","90"
"16095115","62828813","Manhattan","Lower East Side","40.71339","-73.98926","Private room","69","3","47","2019-05-22","1.5","1","217"
"16095875","9488965","Brooklyn","Prospect Heights","40.67414","-73.96723","Private room","125","1","0","","null","1","15"
"16096372","633395","Manhattan","Morningside Heights","40.809","-73.9661","Entire home/apt","150","5","3","2018-06-29","0.1","1","25"
"16097336","104927746","Staten Island","Concord","40.59703","-74.08676","Private room","33","4","18","2019-06-04","0.83","7","322"
"16097690","104927746","Staten Island","Concord","40.59704","-74.08716","Private room","32","4","30","2019-06-22","1.2","7","342"
"16097822","104927746","Staten Island","South Beach","40.59587","-74.08614","Private room","35","4","10","2019-05-22","0.34","7","323"
"16098020","69545883","Manhattan","Midtown","40.75162","-73.9732","Private room","649","3","1","2016-12-09","0.03","12","365"
"16098175","104927746","Staten Island","Concord","40.59719","-74.08754","Private room","32","4","23","2019-05-05","0.87","7","312"
"16099007","104885443","Queens","Astoria","40.76819","-73.92755","Private room","85","2","57","2019-06-22","1.86","2","306"
"16099666","69545883","Manhattan","Midtown","40.7524","-73.97153","Private room","699","3","1","2016-12-11","0.03","12","365"
"16100032","69545883","Manhattan","Midtown","40.75362","-73.97332","Private room","799","3","1","2016-12-11","0.03","12","365"
"16100819","4198285","Brooklyn","Williamsburg","40.71026","-73.94744","Entire home/apt","145","3","43","2019-07-04","1.36","1","5"
"16103920","79060345","Manhattan","Chelsea","40.73992","-74.00221","Entire home/apt","200","4","31","2019-07-01","1.31","1","291"
"16107664","40744019","Manhattan","Chelsea","40.74694","-73.99728","Entire home/apt","181","1","158","2019-06-23","5.08","1","173"
"16111812","105049322","Queens","Corona","40.75094","-73.85244","Entire home/apt","125","1","16","2017-11-12","0.52","1","157"
"16113712","105069538","Manhattan","East Harlem","40.80764","-73.93963","Entire home/apt","175","1","8","2018-10-03","0.29","1","66"
"16113842","3842134","Brooklyn","Greenpoint","40.72641","-73.94657","Private room","59","20","7","2019-04-28","0.27","3","342"
"16119492","44802851","Brooklyn","Williamsburg","40.71603","-73.96426","Entire home/apt","180","4","63","2019-06-23","2.02","1","1"
"16119541","700224","Brooklyn","Boerum Hill","40.68424","-73.98545","Private room","250","5","0","","null","4","50"
"16120533","56878925","Brooklyn","Canarsie","40.63485","-73.92055","Shared room","40","2","4","2017-12-27","0.13","2","3"
"16120840","8572778","Manhattan","Midtown","40.76409","-73.9791","Entire home/apt","500","2","4","2018-04-21","0.13","1","91"
"16122024","66915031","Manhattan","Washington Heights","40.84657","-73.9357","Private room","65","2","55","2019-06-11","5.54","1","5"
"16122082","7245581","Manhattan","Washington Heights","40.83493","-73.93859","Entire home/apt","68","150","4","2019-03-04","0.25","19","338"
"16122441","6171011","Manhattan","East Harlem","40.81067","-73.93896","Entire home/apt","150","7","4","2019-04-02","0.3","1","127"
"16123133","1628075","Brooklyn","Fort Greene","40.69015","-73.97264","Entire home/apt","265","31","33","2018-11-17","1.2","1","281"
"16123943","104661811","Staten Island","Arrochar","40.59412","-74.06955","Private room","105","1","12","2019-05-19","0.39","1","89"
"16124987","105163782","Manhattan","Harlem","40.81783","-73.94051","Entire home/apt","110","2","60","2019-07-01","1.92","1","47"
"16132114","90658585","Staten Island","Tompkinsville","40.63267","-74.08369","Private room","34","3","24","2019-06-10","0.78","3","159"
"16133543","105239473","Brooklyn","Cypress Hills","40.68239","-73.89319","Private room","65","3","22","2019-01-01","0.7","1","89"
"16134738","9372363","Brooklyn","Borough Park","40.61426","-73.97746","Private room","65","3","8","2019-06-18","0.26","2","40"
"16134745","471153","Brooklyn","Williamsburg","40.71014","-73.96384","Entire home/apt","300","7","2","2018-06-29","0.09","1","352"
"16135399","105258361","Manhattan","Upper West Side","40.79528","-73.97325","Private room","100","3","38","2019-04-03","1.21","1","14"
"16135897","104700532","Brooklyn","Bedford-Stuyvesant","40.69383","-73.94326","Private room","55","1","1","2017-01-01","0.03","1","6"
"16136213","1886695","Brooklyn","Bushwick","40.68338","-73.9078","Private room","70","2","16","2019-06-30","0.87","1","29"
"16140364","44037475","Brooklyn","Bedford-Stuyvesant","40.69278","-73.95987","Private room","50","30","11","2019-01-02","0.36","4","79"
"16140940","105315535","Brooklyn","Prospect Heights","40.67549","-73.96598","Entire home/apt","158","30","7","2019-03-30","0.26","3","37"
"16143844","35281088","Manhattan","Harlem","40.82191","-73.9419","Private room","44","2","45","2019-06-29","1.43","1","18"
"16143905","2125221","Brooklyn","Williamsburg","40.72171","-73.95487","Entire home/apt","150","4","19","2019-06-10","0.62","1","80"
"16143977","12018166","Brooklyn","Bedford-Stuyvesant","40.68423","-73.95715","Entire home/apt","209","2","7","2019-05-01","0.23","1","201"
"16144479","105348414","Manhattan","Greenwich Village","40.73385","-73.99928","Entire home/apt","200","5","1","2018-03-03","0.06","1","36"
"16144596","105349749","Manhattan","Harlem","40.82349","-73.94053","Private room","80","2","10","2019-06-28","0.32","1","8"
"16145967","15956611","Manhattan","East Harlem","40.80397","-73.93499","Private room","100","29","4","2018-12-31","0.18","2","66"
"16146708","10332773","Manhattan","Harlem","40.81749","-73.94315","Private room","110","2","137","2019-07-03","4.37","1","102"
"16146834","17638424","Queens","Elmhurst","40.74658","-73.87358","Private room","30","1","106","2019-06-30","3.36","8","142"
"16147164","620436","Manhattan","Nolita","40.72174","-73.99482","Entire home/apt","295","5","36","2019-06-27","1.4","1","16"
"16147304","69545883","Manhattan","Midtown","40.75302","-73.97221","Private room","699","3","2","2016-12-15","0.06","12","365"
"16148036","94536810","Bronx","Bronxdale","40.85711","-73.86474","Private room","45","5","30","2019-05-23","0.98","2","318"
"16148051","40146897","Brooklyn","Crown Heights","40.67368","-73.92165","Private room","29","2","97","2019-06-24","3.07","5","145"
"16148141","105384236","Manhattan","Washington Heights","40.85425","-73.93585","Private room","80","1","11","2019-06-02","0.6","1","31"
"16148374","60628529","Manhattan","East Harlem","40.796","-73.94863","Entire home/apt","265","3","111","2019-06-22","3.53","1","155"
"16148973","28804489","Manhattan","East Village","40.73121","-73.98693","Entire home/apt","220","5","46","2019-07-01","1.81","1","92"
"16149186","105375380","Bronx","Woodlawn","40.89743","-73.86983","Private room","68","2","1","2018-05-19","0.07","2","39"
"16154699","102012893","Manhattan","Harlem","40.80695","-73.94982","Entire home/apt","130","2","133","2019-07-07","4.21","2","21"
"16157387","7858210","Manhattan","Harlem","40.81588","-73.93984","Entire home/apt","400","2","3","2018-09-25","0.1","4","180"
"16157731","105461266","Brooklyn","Brooklyn Heights","40.69107","-73.99378","Entire home/apt","200","4","71","2019-06-29","2.3","1","230"
"16158270","105310740","Brooklyn","Bedford-Stuyvesant","40.68301","-73.95305","Entire home/apt","76","30","7","2019-06-29","0.27","3","310"
"16159444","27977412","Brooklyn","East Flatbush","40.64583","-73.9483","Shared room","25","30","10","2018-07-12","0.32","4","332"
"16159901","69545883","Manhattan","Midtown","40.75228","-73.97185","Private room","799","2","1","2016-12-30","0.03","12","365"
"16160621","105481269","Manhattan","West Village","40.73678","-74.00566","Entire home/apt","800","5","0","","null","1","88"
"16160783","104926837","Manhattan","Financial District","40.70654","-74.00712","Private room","176","3","123","2019-06-30","3.9","3","17"
"16161688","415660","Brooklyn","Williamsburg","40.71332","-73.96585","Private room","85","6","7","2019-05-27","0.23","2","19"
"16161888","105489342","Brooklyn","Brownsville","40.66041","-73.91562","Entire home/apt","129","2","73","2019-06-24","2.34","1","82"
"16162363","104926837","Manhattan","Financial District","40.70551","-74.00735","Private room","113","3","131","2019-07-04","4.21","3","12"
"16162933","101289150","Bronx","Castle Hill","40.82286","-73.84765","Entire home/apt","86","2","86","2019-06-10","2.76","1","171"
"16163275","78433586","Queens","Astoria","40.76001","-73.91865","Entire home/apt","95","2","9","2017-08-26","0.29","1","212"
"16163768","104926837","Manhattan","Financial District","40.7054","-74.00763","Private room","146","3","104","2019-06-17","3.31","3","7"
"16163874","105507665","Brooklyn","Bedford-Stuyvesant","40.68249","-73.93234","Entire home/apt","150","4","73","2019-06-24","2.33","1","228"
"16164264","105511610","Manhattan","Lower East Side","40.71916","-73.99229","Private room","98","2","76","2019-06-24","2.42","1","46"
